web_scraper_order,web_scraper_start_url,price,description,sku,name,data,data2,brand,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,image
"1778256957-56","https://www.infinit.com.uy/catalogo/pc/infinit/","628","Garantía: 1 AÑO / NUEVO","X1504VABQ583","Notebook ASUS Vivobook X1504VA Intel Core 5 120U (10 Nucleos) - 8Gb - 512Gb - Pantalla 15,6 Full Hd - FreeDOS","-7%","AZUL OSCURO","ASUS","7","673","USD","Cód.","15,6""","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_40968.jpg"
"1778256957-57","https://www.infinit.com.uy/catalogo/pc/infinit/","633","Garantía: 1 AÑO / NUEVO","NOT3318","Notebook ASUS Vivobook X1504VA Intel Core 5 120U (10 Nucleos) - 8Gb - 512Gb - Pantalla 15,6 Full Hd - FreeDOS","","AZUL OSCURO","ASUS","","0","USD","Cód.","15,6""","",",00","Comprar","","Nuevo","Antes","USD","Precio","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_41458.jpg"
"1778256957-58","https://www.infinit.com.uy/catalogo/pc/infinit/","643","Garantía: 3 AÑOS / NUEVO","NG035","PC Gamer AMD Ryzen 7 5700G RAM 8Gb Ddr4 Ssd Nvme 256Gb Video Rx Radeon 2Gb Hdmi Wifi Bt Windows 11 64bit","-3%","","AMD","3","665","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_19795.jpg"
"1778256957-59","https://www.infinit.com.uy/catalogo/pc/infinit/","645","Garantía: 1 AÑO / RECERTIFICADO","KITCI5HP800G4TINY","Mini Pc HP Elitedesk 800 G4 Intel Core i5 8500T - 16Gb - 512Gb - Wifi - Teclado y Mouse - Win11 Pro 64bit Español","-8%","NEGRO","HP","8","699","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","Color",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_36064.jpg"
"1778256957-60","https://www.infinit.com.uy/catalogo/pc/infinit/","648","Nuevo. Modelo Inspiron 15 DC15250","PRV-NOT3224","Notebook DELL INSPIRON 15 DC15250 Core 3 100U - 8GB - 512GB - Pantalla 15.6"" Full HD 120Hz - Win11","","","DELL","","0","USD","Cód.","","",",10","Comprar","","Nuevo","Antes","USD","Precio","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_41199.jpg"
"1778256957-61","https://www.infinit.com.uy/catalogo/pc/infinit/","650","Garantía: 1 AÑO / NUEVO","NXJ50AA003","Notebook ACER Aspire Go AG15 Intel Core i5 1334u 13va - 8Gb - 256Gb - Pantalla 15.3 Full HD+ -  W11","","NEGRO","ACER","","653","USD","Cód.","15,6""","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_39223.jpg"
"1778256957-62","https://www.infinit.com.uy/catalogo/pc/infinit/","654","Garantía: 1 AÑO / RECERTIFICADO","KITOKNOT76","Notebook DELL Latitude 5410 Intel Core i5 10310u (4 Núcleos) - 16Gb - 512Gb - Pantalla 14 Full HD - W11P","-4%","GRIS","DELL","4","681","USD","Cód.","14""","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","%","https://www.infinit.com.uy/imgs/productos/productos3_39421.jpg"
"1778256957-63","https://www.infinit.com.uy/catalogo/pc/infinit/","659","Garantía: 3 AÑOS / NUEVO","NG01","PC Gamer AMD Athon 3000G (2 Núcleos) - RAM 16Gb - Ssd 512Gb - Wifi/Bt - Video Radeon Windows 11 Pro","","","AMD","","626","USD","Cód.","","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/productos/imgs/amd-athlon-3000g-35551-3.jpg"
"1778256957-64","https://www.infinit.com.uy/catalogo/pc/infinit/","661","Nuevo. Modelo Unitech 24","PRV-EQU2042","Equipo All in One Chuwi Core i3 1220P 16GB 512GB SSD 24"" FHD 100Hz","","","CHUWI","","0","USD","Cód.","","",",80","Comprar","","Nuevo","Antes","USD","Precio","IVA inc.","En stock","En stock","","",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_41102.jpg"
"1778256957-65","https://www.infinit.com.uy/catalogo/pc/infinit/","662","Garantía: 1 AÑO / REF. DE FABRICA A NUEVO","PPH11UII0388908","Notebook TOSHIBA Dynabook X40-J Intel Core i5 1135G7 (4 Núcleos) - 32Gb - 512Gb - Pantalla 14"" Full HD - W11P","","GRIS OSCURO","TOSHIBA","","0","USD","Cód.","14""","",",00","Comprar","","","Antes","USD","Precio","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_39274.jpg"
"1778256957-66","https://www.infinit.com.uy/catalogo/pc/infinit/","688","Garantía: 1 AÑO / NUEVO","NOT3282","Notebook LENOVO Ideapad 1 15IAU7 Intel Core i5 1335U (10 Nucleos) - 8Gb - 256Gb - Pantalla 15,6 Tactil - W11","","AZUL","LENOVO","","0","USD","Cód.","","",",00","Comprar","","","Antes","USD","Precio","IVA inc.","En stock","En stock","","Color",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_40943.jpg"
"1778256957-67","https://www.infinit.com.uy/catalogo/pc/infinit/","691","Garantía: 1 AÑO / NUEVO","0805DA0AL001","Notebook ACER Aspire Al14-52P Intel Core 5 120U (10 Core) - 8Gb - Ssd 512Gb - Pantalla 14 Wuxga - Fdos","","GRIS","ACER","","654","USD","Cód.","14""","",",00","Comprar","","","Antes","USD","Ahora","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_40086.jpg"
"1778256957-68","https://www.infinit.com.uy/catalogo/pc/infinit/","702","Garantía: 1 AÑO / NUEVO","NOT3289","Notebook ASUS Vivobook X1504VA Intel Core 5 120U (10 Nucleos) - 8Gb - 512Gb - Pantalla 15,6 Full Hd - W11","","AZUL OSCURO","ASUS","","0","USD","Cód.","15,6""","",",00","Comprar","","Nuevo","Antes","USD","Precio","IVA inc.","En stock","En stock","Color","Medida",",00","Cantidad","","https://www.infinit.com.uy/imgs/productos/productos3_41464.jpg"
